"Date","NHSE_Region_Code","NHSE_Region_Name","Org code","Org name","Grade Sort Order","Grade","Specialty Group","Specialty","Total FTE"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Pathology group","Medical microbiology","8.70000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Radiology group","Clinical radiology","63.75000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Cardio-thoracic surgery","9.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","General surgery","36.60000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Ophthalmology","22.82909"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Otolaryngology","14.45909"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Paediatric surgery","10.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Plastic surgery","5.90000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Trauma and orthopaedic surgery","36.92100"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Urology","11.40000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","1","Consultant","Surgical group","Vascular Surgery","7.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Anaesthetics","Anaesthetics","6.65000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Clinical oncology","Clinical oncology",".70000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Emergency Medicine","Emergency Medicine",".85000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","General medicine group","Cardiology","1.57500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","General medicine group","Endocrinology and diabetes mellitus",".85000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","General medicine group","Occupational medicine",".40000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Paediatric group","Paediatrics",".57500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Pathology group","Haematology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Surgical group","General surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Surgical group","Ophthalmology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Surgical group","Otolaryngology",".85000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","2","Associate Specialist","Surgical group","Trauma and orthopaedic surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Anaesthetics","Anaesthetics","22.20000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Dental group","Oral and Maxillofacial Surgery","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Dental group","Orthodontics",".90000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Emergency Medicine","Emergency Medicine","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Acute Internal Medicine","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Cardiology","1.20000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Endocrinology and diabetes mellitus",".10000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","General Med Practitioner","4.88750"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Medical oncology","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Neurology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Occupational medicine",".90000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Renal medicine",".80000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Rheumatology",".67000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","General medicine group","Sport and Exercise Medicine",".30000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Obstetrics & gynaecology","Obstetrics and Gynaecology",".10000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Paediatric group","Paediatrics","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Pathology group","Immunology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Surgical group","General surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Surgical group","Ophthalmology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Surgical group","Plastic surgery","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","3","Specialty Doctor","Surgical group","Urology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","4","Staff Grade","General medicine group","Respiratory medicine",".09091"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Anaesthetics","Anaesthetics","59.43125"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Anaesthetics","Intensive care medicine","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Clinical oncology","Clinical oncology","6.21250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Dental group","Orthodontics","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Emergency Medicine","Emergency Medicine","40.12500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Acute Internal Medicine","15.56250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Cardiology","17.25625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Clinical genetics","1.60000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Dermatology","6.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Endocrinology and diabetes mellitus","9.65000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Gastro-enterology","11.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","General (internal) medicine","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Geriatric medicine","12.91250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Infectious diseases","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Medical oncology","8.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Neurology","5.46875"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Occupational medicine","1.40625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Other Specialties","3.64375"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Rehabilitation medicine","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Renal medicine","8.65000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Respiratory medicine","15.67500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","General medicine group","Rheumatology","3.70000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Obstetrics & gynaecology","Obstetrics and Gynaecology","39.43125"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Paediatric group","Paediatric cardiology","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Paediatric group","Paediatrics","69.88125"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Pathology group","Chemical pathology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Pathology group","Haematology","7.70000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Pathology group","Histopathology","20.52500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Pathology group","Immunology","1.82500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Pathology group","Medical microbiology","6.61250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Cardio-thoracic surgery","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","General surgery","21.60000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Ophthalmology","7.60000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Otolaryngology","6.72500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Paediatric surgery","4.31250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Plastic surgery","6.82500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Trauma and orthopaedic surgery","19.96250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Urology","5.96875"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","5","Specialty Registrar","Surgical group","Vascular Surgery","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Anaesthetics","Anaesthetics","31.89375"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Anaesthetics","Intensive care medicine","11.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Clinical oncology","Clinical oncology","6.60000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Dental group","Oral and Maxillofacial Surgery","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Emergency Medicine","Emergency Medicine","23.90625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Acute Internal Medicine","16.45625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Cardiology","12.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Dermatology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Endocrinology and diabetes mellitus","4.95000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Gastro-enterology","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","General (internal) medicine","8.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Geriatric medicine","7.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Infectious diseases","9.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Medical oncology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Neurology","6.95625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Other Specialties","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Renal medicine","6.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Respiratory medicine","24.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","General medicine group","Rheumatology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Obstetrics & gynaecology","Obstetrics and Gynaecology","12.85625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Paediatric group","Paediatric cardiology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Paediatric group","Paediatrics","15.39375"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Pathology group","Haematology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Pathology group","Medical microbiology",".88125"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Radiology group","Clinical radiology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Cardio-thoracic surgery","9.69375"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","General surgery","22.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Ophthalmology","12.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Otolaryngology","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Paediatric surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Plastic surgery","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Trauma and orthopaedic surgery","21.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Urology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","6","Core Training","Surgical group","Vascular Surgery","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Anaesthetics","Anaesthetics","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Anaesthetics","Intensive care medicine","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Clinical oncology","Clinical oncology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Emergency Medicine","Emergency Medicine","47.07500"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Acute Internal Medicine","17.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Cardiology","17.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Dermatology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Gastro-enterology","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","General (internal) medicine","21.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","General Practice (GP) 6 month Training","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Geriatric medicine","22.96250"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Infectious diseases","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Neurology","10.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Renal medicine","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","General medicine group","Respiratory medicine","32.65000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Obstetrics & gynaecology","Obstetrics and Gynaecology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Paediatric group","Paediatrics","6.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Pathology group","Chemical pathology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Pathology group","Haematology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Pathology group","Medical microbiology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Cardio-thoracic surgery","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","General surgery","13.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Ophthalmology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Otolaryngology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Paediatric surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Trauma and orthopaedic surgery","18.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","7","Foundation Doctor Year 2","Surgical group","Urology","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Anaesthetics","Anaesthetics","5.70000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Clinical oncology","Clinical oncology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Emergency Medicine","Emergency Medicine","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Acute Internal Medicine","2.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Cardiology","7.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Endocrinology and diabetes mellitus","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Gastro-enterology","3.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","General (internal) medicine","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Geriatric medicine","10.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Infectious diseases","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Neurology","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Renal medicine","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","General medicine group","Respiratory medicine","6.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Obstetrics & gynaecology","Obstetrics and Gynaecology","5.60625"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Paediatric group","Paediatrics","6.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Pathology group","Chemical pathology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Pathology group","Histopathology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Pathology group","Medical microbiology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Psychiatry group","General psychiatry","5.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Psychiatry group","Old age psychiatry","4.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Radiology group","Clinical radiology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","Cardio-thoracic surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","General surgery","27.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","Otolaryngology","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","Paediatric surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","Trauma and orthopaedic surgery","1.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","8","Foundation Doctor Year 1","Surgical group","Urology","8.00000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Dermatology","1.05667"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Endocrinology and diabetes mellitus",".72728"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","General Med Practitioner","1.64958"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Medical oncology",".30000"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","General medicine group","Other Specialties",".15720"
"2022-01-31","Y60","Midlands","RWE","University Hospitals of Leicester NHS Trust","9","Hospital Practitioner / Clinical Assistant","Surgical group","Cardio-thoracic surgery",".75455"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","Anaesthetics","Anaesthetics","55.80909"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","Clinical oncology","Clinical oncology","11.92500"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","Dental group","Oral and Maxillofacial Surgery","7.20000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","Dental group","Orthodontics","3.50000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","Emergency Medicine","Emergency Medicine","14.60000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Cardiology","16.52500"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Dermatology","4.25000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Endocrinology and diabetes mellitus","9.70000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Gastro-enterology","7.00000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","General (internal) medicine","7.62500"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Geriatric medicine","4.50000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Infectious diseases","2.80000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Neurology","4.70000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Other Specialties","1.00000"
"2022-01-31","Y60","Midlands","RWP","Worcestershire Acute Hospitals NHS Trust","1","Consultant","General medicine group","Respiratory medicine","9.32500"
